True_Label,Predicted_Label,Probability_<=50K,Probability_>50K,Correct
<=50K,<=50K,0.7037012591730148,0.29629874082698515,1
<=50K,<=50K,0.5552866994393097,0.44471330056069025,1
>50K,<=50K,0.5666241048799364,0.4333758951200636,0
>50K,>50K,0.45181340883371823,0.5481865911662818,1
<=50K,<=50K,0.8476740041281557,0.1523259958718442,1
<=50K,<=50K,0.9940362934668697,0.005963706533130283,1
<=50K,>50K,0.28311653892061023,0.7168834610793897,0
<=50K,<=50K,0.9897000989763095,0.010299901023690607,1
<=50K,<=50K,0.9992846354947296,0.000715364505270349,1
<=50K,<=50K,0.8903858478078418,0.10961415219215817,1
<=50K,<=50K,0.9998656180749491,0.00013438192505082233,1
>50K,>50K,0.07891750975420302,0.9210824902457969,1
<=50K,<=50K,0.9963851919099748,0.0036148080900251798,1
>50K,>50K,0.1932090704750334,0.8067909295249667,1
<=50K,<=50K,0.9998645444913421,0.00013545550865792203,1
<=50K,<=50K,0.9993049830361472,0.0006950169638526886,1
<=50K,<=50K,0.9973501496963595,0.002649850303640585,1
<=50K,<=50K,0.9994383199272334,0.0005616800727667153,1
<=50K,<=50K,0.9975148262081033,0.0024851737918967867,1
<=50K,<=50K,0.5682999562109375,0.43170004378906246,1
<=50K,<=50K,0.9762910974277156,0.02370890257228445,1
<=50K,<=50K,0.9929564376840925,0.0070435623159075976,1
<=50K,<=50K,0.9999804120449949,1.9587955005081577e-05,1
<=50K,<=50K,0.9989078717114837,0.0010921282885164032,1
<=50K,<=50K,0.6506402734312218,0.34935972656877823,1
<=50K,<=50K,0.9998599838970225,0.00014001610297757639,1
>50K,>50K,0.11248984371391485,0.8875101562860851,1
<=50K,<=50K,0.98164724951809,0.018352750481909978,1
>50K,>50K,0.04163956757233781,0.9583604324276622,1
<=50K,<=50K,0.9999187199993887,8.128000061125831e-05,1
>50K,>50K,0.08217814796692498,0.917821852033075,1
<=50K,<=50K,0.8528340253674381,0.1471659746325619,1
>50K,<=50K,0.6676463694591155,0.3323536305408846,0
<=50K,<=50K,0.9695871164495912,0.030412883550408824,1
<=50K,<=50K,0.9992564917026368,0.000743508297363315,1
>50K,<=50K,0.7753140876255699,0.2246859123744301,0
<=50K,<=50K,0.5650759061105729,0.43492409388942704,1
<=50K,<=50K,0.9826351851396,0.01736481486039993,1
>50K,>50K,0.26926980845951987,0.7307301915404801,1
<=50K,<=50K,0.9927247620880774,0.007275237911922641,1
>50K,<=50K,0.969558529984992,0.030441470015007972,0
<=50K,<=50K,0.9952588993001764,0.004741100699823499,1
>50K,<=50K,0.9861869531634859,0.013813046836514,0
<=50K,<=50K,0.9997474524230644,0.0002525475769356358,1
<=50K,<=50K,0.9882663585859821,0.011733641414017755,1
>50K,>50K,0.021178334352992725,0.9788216656470072,1
<=50K,<=50K,0.9956704266335369,0.004329573366463181,1
<=50K,>50K,0.49619755208538135,0.5038024479146186,0
>50K,>50K,0.04355474156314275,0.9564452584368573,1
<=50K,<=50K,0.9809608398021745,0.01903916019782551,1
<=50K,<=50K,0.9746624872307903,0.02533751276920969,1
<=50K,<=50K,0.9957184274927551,0.004281572507244808,1
>50K,>50K,0.19395982114424906,0.806040178855751,1
>50K,<=50K,0.5315949040341451,0.4684050959658549,0
<=50K,<=50K,0.9514029351871259,0.04859706481287408,1
<=50K,<=50K,0.9976055443643501,0.002394455635649807,1
<=50K,>50K,0.17051276791714284,0.8294872320828571,0
<=50K,>50K,0.23006722360597737,0.7699327763940226,0
<=50K,<=50K,0.7071373493394123,0.2928626506605877,1
>50K,>50K,0.02664639503325997,0.9733536049667401,1
<=50K,<=50K,0.9994875206783755,0.0005124793216244119,1
<=50K,<=50K,0.999594519415287,0.0004054805847130192,1
>50K,>50K,0.028874012436661215,0.9711259875633388,1
>50K,>50K,0.015705116537169946,0.9842948834628301,1
<=50K,<=50K,0.9999957697500693,4.2302499307469546e-06,1
<=50K,<=50K,0.9991593578618996,0.0008406421381004397,1
<=50K,<=50K,0.9999753470570839,2.4652942916062213e-05,1
<=50K,<=50K,0.9990372618331156,0.0009627381668843712,1
<=50K,<=50K,0.9999474314662737,5.256853372622501e-05,1
<=50K,<=50K,0.9999609226046168,3.907739538337289e-05,1
<=50K,<=50K,0.9996503593392339,0.0003496406607661998,1
<=50K,<=50K,0.9782003509168192,0.02179964908318078,1
<=50K,<=50K,0.5742904966636464,0.4257095033363536,1
<=50K,<=50K,0.9997154054434721,0.00028459455652785163,1
<=50K,<=50K,0.9999551105582072,4.488944179281924e-05,1
<=50K,<=50K,0.9997482102838279,0.000251789716172189,1
<=50K,<=50K,0.7380903122677782,0.26190968773222184,1
<=50K,<=50K,0.9862563765621296,0.01374362343787045,1
<=50K,<=50K,0.5011260746968066,0.4988739253031934,1
<=50K,<=50K,0.5734359534388171,0.42656404656118285,1
<=50K,>50K,0.36450238382036987,0.6354976161796302,0
<=50K,>50K,0.021821688188024106,0.978178311811976,0
<=50K,<=50K,0.9994598594451961,0.0005401405548039358,1
<=50K,>50K,0.3685157258640004,0.6314842741359995,0
<=50K,<=50K,0.9600547782629857,0.03994522173701428,1
<=50K,<=50K,0.9925504684058386,0.007449531594161472,1
<=50K,<=50K,0.999933193150743,6.680684925695392e-05,1
<=50K,<=50K,0.5619947053956877,0.43800529460431215,1
<=50K,<=50K,0.7061921861962559,0.2938078138037442,1
<=50K,<=50K,0.9993213571172905,0.0006786428827094367,1
<=50K,>50K,0.2309649611692287,0.7690350388307713,0
<=50K,<=50K,0.9976146669148849,0.0023853330851151154,1
<=50K,>50K,0.1948597555109928,0.8051402444890072,0
<=50K,>50K,0.1528635011543143,0.8471364988456858,0
<=50K,>50K,0.2226407569989612,0.7773592430010388,0
<=50K,<=50K,0.5489528537581604,0.45104714624183956,1
<=50K,<=50K,0.6995803161416315,0.3004196838583685,1
>50K,>50K,0.14846892417566301,0.851531075824337,1
<=50K,<=50K,0.9999883784771301,1.1621522869965391e-05,1
<=50K,<=50K,0.6230902023602938,0.3769097976397061,1
>50K,>50K,0.008811297828248594,0.9911887021717514,1
<=50K,<=50K,0.9996658453624178,0.0003341546375823086,1
<=50K,<=50K,0.9725087097518601,0.027491290248139788,1
<=50K,<=50K,0.99316857552349,0.006831424476509853,1
<=50K,<=50K,0.9999731882430916,2.6811756908540525e-05,1
<=50K,>50K,0.21296433011097463,0.7870356698890253,0
>50K,>50K,0.41815949504771954,0.5818405049522805,1
<=50K,<=50K,0.9976798341994807,0.0023201658005192354,1
>50K,>50K,0.20360333924492577,0.7963966607550743,1
<=50K,<=50K,0.9997657117855644,0.00023428821443565107,1
>50K,<=50K,0.6151165188916015,0.3848834811083985,0
<=50K,>50K,0.07415338001824504,0.9258466199817551,0
>50K,<=50K,0.7778971016081446,0.22210289839185532,0
>50K,>50K,0.01421163708869708,0.985788362911303,1
<=50K,<=50K,0.5717410697775833,0.42825893022241673,1
<=50K,<=50K,0.9290523356672109,0.070947664332789,1
<=50K,<=50K,0.9997744535217752,0.00022554647822474775,1
<=50K,>50K,0.21466372257116642,0.7853362774288337,0
<=50K,<=50K,0.9897120986620825,0.01028790133791752,1
<=50K,<=50K,0.99970952849136,0.00029047150864017364,1
<=50K,<=50K,0.9999928204110685,7.1795889314960475e-06,1
<=50K,<=50K,0.9993015884821012,0.0006984115178988815,1
<=50K,<=50K,0.9996518985554563,0.00034810144454365495,1
<=50K,>50K,0.4418168982170043,0.5581831017829956,0
<=50K,<=50K,0.9974000028210864,0.0025999971789134792,1
<=50K,>50K,0.07437249577955819,0.9256275042204418,0
<=50K,<=50K,0.9996936662926464,0.000306333707353462,1
<=50K,<=50K,0.9617526301564319,0.03824736984356811,1
<=50K,<=50K,0.9995532531006008,0.0004467468993991123,1
>50K,<=50K,0.9900091627011431,0.009990837298856992,0
<=50K,<=50K,0.9997621489282288,0.00023785107177125693,1
<=50K,<=50K,0.9060627468304392,0.09393725316956075,1
>50K,<=50K,0.6561432926425186,0.3438567073574814,0
<=50K,<=50K,0.9719012772361764,0.028098722763823532,1
<=50K,>50K,0.4553600070767059,0.5446399929232941,0
>50K,>50K,0.12733076659632342,0.8726692334036765,1
>50K,<=50K,0.9990609738691394,0.0009390261308606144,0
>50K,<=50K,0.9932120465044043,0.006787953495595668,0
>50K,>50K,0.2544138791765001,0.7455861208235,1
<=50K,<=50K,0.9999216443101829,7.835568981700678e-05,1
>50K,>50K,0.046989811910025124,0.953010188089975,1
<=50K,>50K,0.11899950370548125,0.8810004962945188,0
<=50K,>50K,0.290695853602138,0.709304146397862,0
<=50K,<=50K,0.9779889285913076,0.022011071408692375,1
<=50K,>50K,0.25956483791722096,0.740435162082779,0
<=50K,<=50K,0.9998470391722257,0.00015296082777434289,1
<=50K,<=50K,0.9999658642262884,3.413577371158505e-05,1
<=50K,>50K,0.2924844478902326,0.7075155521097675,0
>50K,>50K,0.050539762672299836,0.9494602373277001,1
>50K,<=50K,0.5713167155948277,0.4286832844051723,0
>50K,>50K,0.018276499840867648,0.9817235001591323,1
<=50K,<=50K,0.7619616310311357,0.23803836896886438,1
<=50K,>50K,0.4977719877927896,0.5022280122072105,0
>50K,>50K,0.004055354171550664,0.9959446458284494,1
<=50K,<=50K,0.9022093197247597,0.09779068027524034,1
<=50K,<=50K,0.9863198892549041,0.013680110745095909,1
<=50K,<=50K,0.9865052723888567,0.013494727611143446,1
<=50K,<=50K,0.9995547250256677,0.00044527497433246855,1
<=50K,<=50K,0.9850579613896717,0.014942038610328306,1
<=50K,>50K,0.27071970232262643,0.7292802976773737,0
<=50K,>50K,0.38931521414596576,0.6106847858540342,0
<=50K,<=50K,0.9997951125563138,0.00020488744368623655,1
<=50K,<=50K,0.999980356175249,1.9643824750968297e-05,1
<=50K,>50K,0.048038663771360256,0.9519613362286397,0
<=50K,>50K,0.026129664875059938,0.97387033512494,0
<=50K,<=50K,0.9764170990105988,0.023582900989401225,1
<=50K,<=50K,0.9998952474996265,0.00010475250037355203,1
<=50K,<=50K,0.9985803087344388,0.0014196912655611035,1
<=50K,>50K,0.24551081898928304,0.754489181010717,0
<=50K,>50K,0.014321698430524466,0.9856783015694756,0
<=50K,>50K,0.2509799184681451,0.7490200815318548,0
<=50K,<=50K,0.9984115395206122,0.0015884604793878568,1
<=50K,<=50K,0.7660766385136617,0.23392336148633835,1
>50K,>50K,0.010362813489094513,0.9896371865109056,1
<=50K,<=50K,0.6453421270836813,0.3546578729163186,1
<=50K,<=50K,0.9946948599201717,0.005305140079828275,1
<=50K,<=50K,0.9953003598918486,0.004699640108151271,1
<=50K,<=50K,0.988430076179453,0.011569923820547053,1
>50K,>50K,0.038449547453143745,0.9615504525468562,1
<=50K,<=50K,0.9997515829751932,0.0002484170248068454,1
<=50K,<=50K,0.9978075340053427,0.002192465994657339,1
<=50K,<=50K,0.9010362914535215,0.09896370854647842,1
<=50K,<=50K,0.9981563956180809,0.001843604381919045,1
<=50K,<=50K,0.9997341958011507,0.000265804198849191,1
<=50K,<=50K,0.529793462107002,0.47020653789299804,1
<=50K,<=50K,0.9999381676445593,6.183235544079618e-05,1
<=50K,<=50K,0.9997236795929108,0.0002763204070893237,1
<=50K,<=50K,0.8012986843966478,0.19870131560335216,1
<=50K,<=50K,0.998903836798104,0.001096163201895899,1
>50K,>50K,0.024608491657480393,0.9753915083425195,1
>50K,>50K,0.008265878347071104,0.991734121652929,1
<=50K,<=50K,0.9987415149623159,0.0012584850376840414,1
>50K,<=50K,0.7688736632702876,0.23112633672971242,0
<=50K,<=50K,0.9025306423013125,0.09746935769868757,1
<=50K,<=50K,0.9817141914946201,0.01828580850537988,1
>50K,>50K,0.09156184999002588,0.9084381500099741,1
>50K,<=50K,0.6622290188748712,0.3377709811251288,0
<=50K,<=50K,0.9997914320404487,0.0002085679595511395,1
>50K,>50K,0.014942022516862899,0.9850579774831371,1
>50K,<=50K,0.9626708606709543,0.03732913932904567,0
>50K,<=50K,0.9793013288485187,0.020698671151481347,0
<=50K,<=50K,0.9316463024805847,0.06835369751941547,1
<=50K,<=50K,0.9658388361802408,0.03416116381975931,1
>50K,>50K,0.3876440995400702,0.6123559004599298,1
<=50K,<=50K,0.6486261574127411,0.35137384258725896,1
>50K,<=50K,0.9991472904292197,0.0008527095707802786,0
<=50K,<=50K,0.7977665493381114,0.20223345066188853,1
<=50K,>50K,0.2523556614158027,0.7476443385841974,0
<=50K,<=50K,0.9999707070813262,2.9292918673903165e-05,1
<=50K,<=50K,0.9999151824720315,8.481752796844317e-05,1
>50K,<=50K,0.7317547381051739,0.26824526189482617,0
<=50K,<=50K,0.7248658122333056,0.27513418776669446,1
>50K,<=50K,0.9089263033413806,0.09107369665861945,0
<=50K,<=50K,0.9989822370461675,0.0010177629538323833,1
<=50K,<=50K,0.6734958118899452,0.32650418811005477,1
<=50K,>50K,0.3418461732200627,0.6581538267799373,0
>50K,<=50K,0.7009126817247074,0.2990873182752926,0
<=50K,<=50K,0.6626134307941824,0.3373865692058176,1
<=50K,<=50K,0.9845539364705898,0.015446063529410158,1
<=50K,<=50K,0.9053672581396837,0.09463274186031642,1
<=50K,<=50K,0.9998243601588108,0.00017563984118928075,1
<=50K,<=50K,0.9999405661869424,5.9433813057633994e-05,1
<=50K,<=50K,0.9739500580868801,0.026049941913120038,1
>50K,>50K,0.1421716281955508,0.8578283718044492,1
<=50K,>50K,0.42123391424612694,0.578766085753873,0
<=50K,>50K,0.0633445312417492,0.9366554687582508,0
<=50K,<=50K,0.998747022162937,0.0012529778370631414,1
<=50K,<=50K,0.9493474103595474,0.05065258964045262,1
<=50K,<=50K,0.9330326835782015,0.06696731642179861,1
<=50K,<=50K,0.8861315205372376,0.11386847946276228,1
>50K,<=50K,0.5398927794334709,0.4601072205665291,0
<=50K,<=50K,0.7850058295731911,0.21499417042680882,1
>50K,>50K,0.22053326566067277,0.7794667343393271,1
<=50K,>50K,0.02602713820750807,0.973972861792492,0
<=50K,>50K,0.3312902336951672,0.6687097663048328,0
<=50K,<=50K,0.9937078458102514,0.006292154189748686,1
<=50K,<=50K,0.9999125007250266,8.749927497337228e-05,1
<=50K,<=50K,0.9994333402683871,0.0005666597316129683,1
>50K,>50K,0.019964735350480753,0.9800352646495193,1
<=50K,<=50K,0.9714306209337236,0.028569379066276535,1
<=50K,>50K,0.20751470581280135,0.7924852941871986,0
<=50K,<=50K,0.9984735156066782,0.0015264843933219686,1
<=50K,<=50K,0.9188990833693487,0.08110091663065136,1
>50K,<=50K,0.6554746081830988,0.3445253918169013,0
<=50K,<=50K,0.8908440950980541,0.10915590490194602,1
<=50K,<=50K,0.9181167634291905,0.08188323657080944,1
<=50K,<=50K,0.9979006587361281,0.0020993412638719367,1
<=50K,<=50K,0.999501203582268,0.000498796417732006,1
>50K,<=50K,0.8182397162511564,0.1817602837488436,0
<=50K,<=50K,0.8031614000228267,0.19683859997717346,1
<=50K,<=50K,0.990393759313719,0.00960624068628093,1
>50K,>50K,0.1644796106679634,0.8355203893320367,1
<=50K,<=50K,0.9998948697828723,0.00010513021712774348,1
<=50K,>50K,0.19298915093289118,0.8070108490671088,0
<=50K,<=50K,0.7013647397072748,0.2986352602927253,1
>50K,>50K,0.1381985549217293,0.8618014450782706,1
>50K,>50K,0.23345621633159533,0.7665437836684047,1
<=50K,<=50K,0.9957321812768597,0.004267818723140221,1
>50K,>50K,0.045075705752456924,0.9549242942475431,1
<=50K,>50K,0.061080693987301565,0.9389193060126984,0
<=50K,>50K,0.05124923759421936,0.9487507624057807,0
>50K,>50K,0.42880627683631933,0.5711937231636807,1
<=50K,<=50K,0.9995768371404407,0.00042316285955922115,1
<=50K,>50K,0.3201242918954869,0.6798757081045131,0
<=50K,<=50K,0.8720648472066194,0.12793515279338077,1
<=50K,<=50K,0.9999487537889875,5.1246211012489346e-05,1
<=50K,<=50K,0.9994444252149987,0.0005555747850013881,1
<=50K,<=50K,0.9999830226120319,1.697738796818147e-05,1
<=50K,<=50K,0.99980985718431,0.0001901428156899023,1
<=50K,<=50K,0.5742629752909904,0.4257370247090096,1
<=50K,<=50K,0.5924715027524691,0.4075284972475309,1
<=50K,<=50K,0.9985603159788153,0.0014396840211847878,1
<=50K,<=50K,0.7280237874107288,0.2719762125892711,1
<=50K,<=50K,0.9415086510496494,0.05849134895035055,1
<=50K,<=50K,0.9920836233686344,0.007916376631365516,1
<=50K,<=50K,0.9952772069279685,0.004722793072031435,1
<=50K,<=50K,0.963349647009651,0.036650352990349085,1
>50K,>50K,0.047124450995269025,0.952875549004731,1
<=50K,<=50K,0.9999756768259263,2.4323174073700835e-05,1
<=50K,>50K,0.021839975665237887,0.9781600243347621,0
<=50K,<=50K,0.851420788014135,0.1485792119858649,1
>50K,>50K,0.4531307716800471,0.5468692283199529,1
>50K,>50K,0.21984788418264692,0.780152115817353,1
<=50K,<=50K,0.9785085835673406,0.021491416432659415,1
<=50K,<=50K,0.999766412444161,0.00023358755583902888,1
<=50K,<=50K,0.9901422320537455,0.00985776794625447,1
>50K,>50K,0.018109869884958933,0.981890130115041,1
<=50K,<=50K,0.9998314427334318,0.0001685572665682044,1
<=50K,<=50K,0.9972432968863434,0.0027567031136566693,1
<=50K,<=50K,0.999952213993504,4.778600649601904e-05,1
<=50K,<=50K,0.9998258150096448,0.0001741849903552101,1
<=50K,<=50K,0.9991361639259638,0.0008638360740361536,1
<=50K,<=50K,0.9998884829607038,0.00011151703929634581,1
>50K,>50K,0.18496916752438233,0.8150308324756176,1
<=50K,<=50K,0.9993256341276496,0.0006743658723504486,1
<=50K,<=50K,0.9999966450682253,3.3549317746571016e-06,1
<=50K,<=50K,0.7672783988966595,0.23272160110334048,1
>50K,>50K,0.08075464537849171,0.9192453546215084,1
<=50K,>50K,0.20382327518171944,0.7961767248182806,0
<=50K,<=50K,0.9963514846419211,0.003648515358078804,1
>50K,<=50K,0.9189810509743777,0.08101894902562244,0
<=50K,<=50K,0.9981992800601664,0.0018007199398335524,1
>50K,>50K,0.005715089425600778,0.9942849105743993,1
<=50K,<=50K,0.9908198493624345,0.009180150637565523,1
<=50K,>50K,0.21924930142203497,0.780750698577965,0
>50K,<=50K,0.9801732584031542,0.019826741596845835,0
<=50K,>50K,0.08258573130914541,0.9174142686908546,0
<=50K,<=50K,0.8175117649409895,0.18248823505901052,1
>50K,>50K,0.21666296573074453,0.7833370342692555,1
>50K,<=50K,0.7054582951529329,0.2945417048470672,0
<=50K,<=50K,0.9879412027466052,0.012058797253394808,1
<=50K,<=50K,0.9123948633130005,0.08760513668699943,1
>50K,>50K,0.03507660596266259,0.9649233940373374,1
<=50K,<=50K,0.985627614874272,0.014372385125728047,1
<=50K,<=50K,0.5062118194307402,0.4937881805692598,1
<=50K,<=50K,0.9828575682096563,0.017142431790343592,1
>50K,>50K,0.0562366007576167,0.9437633992423834,1
<=50K,<=50K,0.9620987332623194,0.03790126673768062,1
>50K,>50K,0.11827202927186664,0.8817279707281334,1
<=50K,<=50K,0.9909703535697315,0.009029646430268498,1
<=50K,<=50K,0.9999140083795504,8.599162044960184e-05,1
<=50K,<=50K,0.9991350723376367,0.0008649276623633094,1
>50K,<=50K,0.9530265969737375,0.046973403026262586,0
>50K,>50K,0.2178394010719194,0.7821605989280807,1
<=50K,<=50K,0.9997135375666536,0.00028646243334644295,1
<=50K,<=50K,0.9998941309239127,0.00010586907608742672,1
<=50K,<=50K,0.9667491081636516,0.03325089183634847,1
<=50K,<=50K,0.7666254142844714,0.23337458571552855,1
<=50K,<=50K,0.9999983091172442,1.690882755791764e-06,1
<=50K,<=50K,0.8750184855999942,0.12498151440000574,1
>50K,<=50K,0.7923353887576352,0.20766461124236477,0
<=50K,<=50K,0.999228747341412,0.0007712526585880616,1
<=50K,<=50K,0.9996558762308512,0.00034412376914881544,1
<=50K,<=50K,0.9873934630668315,0.012606536933168423,1
<=50K,<=50K,0.9980226678913139,0.001977332108686057,1
<=50K,<=50K,0.529126309084298,0.4708736909157019,1
<=50K,<=50K,0.6451874654744604,0.3548125345255397,1
<=50K,<=50K,0.9978332592395954,0.0021667407604046497,1
<=50K,<=50K,0.9991027413626515,0.0008972586373485483,1
<=50K,<=50K,0.9136615483687004,0.08633845163129968,1
<=50K,<=50K,0.8013869402909627,0.19861305970903742,1
>50K,>50K,0.1857283645402894,0.8142716354597107,1
>50K,>50K,0.01053754000997181,0.9894624599900281,1
<=50K,<=50K,0.9988602704713133,0.0011397295286866389,1
<=50K,>50K,0.10374401999707851,0.8962559800029215,0
<=50K,<=50K,0.747291412458502,0.25270858754149794,1
<=50K,<=50K,0.9875684065488127,0.012431593451187151,1
>50K,>50K,0.07493174924282928,0.9250682507571707,1
<=50K,>50K,0.020575235378206207,0.9794247646217937,0
>50K,>50K,0.064636086851612,0.935363913148388,1
>50K,>50K,0.07502926506401247,0.9249707349359876,1
>50K,>50K,0.08344047579529934,0.9165595242047008,1
<=50K,<=50K,0.9998753025203755,0.00012469747962442606,1
<=50K,<=50K,0.5566264694127301,0.44337353058726986,1
<=50K,<=50K,0.9987110385793145,0.0012889614206854426,1
<=50K,<=50K,0.9977617267541226,0.0022382732458775152,1
>50K,>50K,0.09411221845216863,0.9058877815478313,1
<=50K,<=50K,0.9983393756139046,0.001660624386095394,1
<=50K,<=50K,0.6838109850944882,0.31618901490551177,1
<=50K,<=50K,0.9999825571014934,1.7442898506638168e-05,1
>50K,>50K,0.1613141985938497,0.8386858014061503,1
>50K,>50K,0.11823872380805919,0.8817612761919409,1
>50K,>50K,0.2585401843574539,0.7414598156425461,1
>50K,>50K,0.22402580057117505,0.775974199428825,1
<=50K,<=50K,0.9999941236725257,5.876327474312132e-06,1
<=50K,<=50K,0.989561226665311,0.010438773334689082,1
<=50K,<=50K,0.9987870669270922,0.0012129330729078705,1
>50K,<=50K,0.7676002907612325,0.23239970923876754,0
>50K,>50K,0.013331470571190877,0.9866685294288092,1
<=50K,<=50K,0.6529321226184654,0.3470678773815345,1
>50K,>50K,0.29267533141473007,0.70732466858527,1
<=50K,<=50K,0.9996012080198322,0.00039879198016780614,1
>50K,<=50K,0.5452529235648387,0.4547470764351613,0
<=50K,<=50K,0.9999826840421672,1.7315957832797106e-05,1
<=50K,>50K,0.16392426373388436,0.8360757362661155,0
<=50K,<=50K,0.9998999146843901,0.00010008531560997212,1
<=50K,<=50K,0.9998582580931735,0.00014174190682650042,1
<=50K,<=50K,0.9989575233838889,0.0010424766161110826,1
<=50K,<=50K,0.9587203349374577,0.041279665062542374,1
<=50K,<=50K,0.9997049366176474,0.0002950633823526919,1
<=50K,<=50K,0.9999108139593912,8.91860406088202e-05,1
>50K,>50K,0.08697460385175057,0.9130253961482494,1
>50K,>50K,0.019978050515419534,0.9800219494845804,1
<=50K,<=50K,0.9999034734174395,9.65265825604675e-05,1
>50K,>50K,0.033227797766261294,0.9667722022337386,1
>50K,>50K,0.4789627677144075,0.5210372322855925,1
<=50K,<=50K,0.9946586263276711,0.005341373672328874,1
<=50K,<=50K,0.9981109138522286,0.0018890861477713378,1
<=50K,>50K,0.22485992161601384,0.7751400783839861,0
<=50K,<=50K,0.5064808221812065,0.49351917781879356,1
<=50K,<=50K,0.9996186933765766,0.00038130662342346025,1
<=50K,<=50K,0.9969764183415676,0.003023581658432469,1
<=50K,<=50K,0.9990722687197556,0.0009277312802442187,1
>50K,>50K,0.4591506795637109,0.5408493204362892,1
<=50K,<=50K,0.9997085872999161,0.00029141270008383374,1
<=50K,<=50K,0.9981753534611895,0.0018246465388105557,1
<=50K,<=50K,0.9999717246008343,2.8275399165712e-05,1
<=50K,>50K,0.2188886077061759,0.7811113922938242,0
<=50K,<=50K,0.9996007102290613,0.0003992897709387388,1
<=50K,<=50K,0.999818579979528,0.00018142002047205426,1
<=50K,>50K,0.382538053179203,0.6174619468207971,0
<=50K,<=50K,0.9686915156494603,0.031308484350539637,1
<=50K,<=50K,0.9726397206247585,0.027360279375241495,1
<=50K,<=50K,0.9838286785757899,0.016171321424210176,1
<=50K,<=50K,0.562091596332942,0.4379084036670579,1
<=50K,<=50K,0.9999249181073684,7.508189263160932e-05,1
<=50K,<=50K,0.9988870526615703,0.001112947338429721,1
<=50K,<=50K,0.9951382809862552,0.004861719013744729,1
<=50K,<=50K,0.9974474706089683,0.0025525293910316697,1
>50K,>50K,0.03398116495298793,0.9660188350470121,1
>50K,>50K,0.30752777884007665,0.6924722211599235,1
>50K,>50K,0.014929731925444114,0.9850702680745559,1
<=50K,<=50K,0.9995800475970842,0.000419952402915806,1
>50K,>50K,0.014180698852639999,0.98581930114736,1
<=50K,<=50K,0.9941959472114842,0.005804052788515695,1
<=50K,<=50K,0.9984987342541315,0.0015012657458685257,1
<=50K,<=50K,0.9618193366794197,0.03818066332058028,1
<=50K,<=50K,0.9990556181588054,0.0009443818411946197,1
<=50K,<=50K,0.9983373332243932,0.0016626667756067981,1
<=50K,<=50K,0.9999884184085931,1.1581591406872644e-05,1
<=50K,>50K,0.3640971776944759,0.6359028223055241,0
<=50K,<=50K,0.9999820046032845,1.799539671569063e-05,1
<=50K,>50K,0.399594610983097,0.6004053890169029,0
<=50K,<=50K,0.5617290867123174,0.43827091328768275,1
<=50K,<=50K,0.9719689176661704,0.028031082333829446,1
<=50K,>50K,0.18058633781553476,0.8194136621844653,0
<=50K,<=50K,0.9994239150341906,0.0005760849658093339,1
<=50K,<=50K,0.5906224478816297,0.40937755211837046,1
>50K,>50K,0.017598056353043498,0.9824019436469564,1
<=50K,<=50K,0.9999096399153957,9.036008460430962e-05,1
<=50K,<=50K,0.9999675262330912,3.247376690889482e-05,1
<=50K,<=50K,0.6487475108940723,0.35125248910592766,1
>50K,<=50K,0.9945614529141988,0.005438547085801146,0
>50K,<=50K,0.5582704836077039,0.44172951639229613,0
<=50K,<=50K,0.9996393012808279,0.0003606987191721444,1
<=50K,<=50K,0.9992660329877504,0.0007339670122494755,1
<=50K,<=50K,0.9995988454046004,0.0004011545953995869,1
>50K,<=50K,0.5002462251232757,0.4997537748767244,0
>50K,>50K,0.006270701784335299,0.9937292982156646,1
<=50K,<=50K,0.9458487074199421,0.05415129258005788,1
<=50K,<=50K,0.9551947020960546,0.04480529790394535,1
<=50K,<=50K,0.9827856220640097,0.017214377935990302,1
>50K,>50K,0.06505156482352271,0.9349484351764772,1
<=50K,>50K,0.29612509085298483,0.7038749091470152,0
<=50K,<=50K,0.9495148809573265,0.050485119042673575,1
<=50K,<=50K,0.9999971645281008,2.8354718991561484e-06,1
>50K,>50K,0.059448992115876044,0.9405510078841239,1
>50K,<=50K,0.7408673456369377,0.2591326543630623,0
>50K,>50K,0.18210026383332706,0.8178997361666729,1
>50K,>50K,0.04322376612174938,0.9567762338782506,1
<=50K,<=50K,0.6479532809233985,0.35204671907660146,1
<=50K,<=50K,0.7682497537315711,0.23175024626842886,1
<=50K,>50K,0.038039054345142445,0.9619609456548575,0
<=50K,<=50K,0.999573400764637,0.00042659923536303245,1
<=50K,<=50K,0.9999928565265741,7.143473426004785e-06,1
>50K,>50K,0.4284077375433568,0.5715922624566431,1
<=50K,<=50K,0.9999988456150483,1.1543849518048105e-06,1
<=50K,<=50K,0.9912431745722436,0.008756825427756352,1
>50K,>50K,0.05829873496918638,0.9417012650308136,1
>50K,<=50K,0.9513111177031986,0.04868888229680142,0
>50K,<=50K,0.9709513366890293,0.02904866331097068,0
<=50K,<=50K,0.6554327384956363,0.3445672615043636,1
<=50K,<=50K,0.9997940503963346,0.00020594960366545077,1
<=50K,>50K,0.18076111694367217,0.8192388830563279,0
<=50K,<=50K,0.9951469207370094,0.004853079262990716,1
<=50K,<=50K,0.8334618468027891,0.16653815319721083,1
<=50K,<=50K,0.9661751607914695,0.03382483920853058,1
<=50K,>50K,0.4391527037943794,0.5608472962056207,0
<=50K,<=50K,0.9997364010530284,0.00026359894697167667,1
